"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","cc4","cc1pass","cc2pass","cc3pass","cc4pass","experienced","instructions_time","total_time","stamp","id"
"A1DQFPZ3T6WYT7","caus_thomas_fire_v6","3KV0LJBBH2MS070J5SPU15YW8DBRM6","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","55766","106660","2017-10-17 14:42:19","4060"
"A21067N8V2SXXU
","caus_thomas_fire_v6","3TS1AR6UQQFCCEONARNB1YNNAZYF7F","0","0","0","100%","100%","90%","Math","0","1","1","1","No","38028","69969","2017-10-17 14:42:20","4061"
"A3631EWK0VM9DE","caus_thomas_fire_v6","3EWIJTFFVO86OPO7UHIW41S0QLLE06","0","0","0","50%","100%","90%","Math","1","1","1","1","No","44919","74517","2017-10-17 14:42:20","4062"
"A1YA3HNCUJSJF4","caus_thomas_fire_v6","3RU7GD8VPOUAMPX9CXHR8JXNZK3PSM","0","0","0","50%","100%","90%","English","1","1","1","1","No","168970","214128","2017-10-17 14:42:21","4063"
"A1JRNNCMEW631Z","caus_thomas_fire_v6","3AAJC4I4FGTB1QGPCC6F7G8ED00JZO","0","0","0","50%","100%","10%","English","1","1","1","1","No","49373","86678","2017-10-17 14:42:56","4064"
"AMGV4GXMGPFRC","caus_thomas_fire_v6","3IAEQB9FMELU49BSRT0X5EJJREYWDW","0","0","0","50%","100%","90%","Math","1","1","1","1","No","64207","113689","2017-10-17 14:43:00","4065"
"A33Q9143TRWADD","caus_thomas_fire_v6","39LOEL67OS6LWGDD01EFEPULIU638Q","0","0","0","50%","25%","50%","Math","1","0","0","1","No","165212","232288","2017-10-17 14:43:03","4066"
"AJH2N4RI8WA6U","caus_thomas_fire_v6","3VA45EW49NOS75MEKEPSNI5OZFW1OZ","0","0","0","50%","100%","90%","Math","1","1","1","1","No","79709","122694","2017-10-17 14:43:05","4067"
"A10YS8AVLQWUZZ","caus_thomas_fire_v6","3LS2AMNW5FRGO96V5TF7OJDW7QBQO4","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","120403","182433","2017-10-17 14:43:15","4068"
"A3PFJ6NJJQJDP3","caus_thomas_fire_v6","32N49TQG3GJJRD8BH94ZTBSZZ2ZVAJ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","74661","140294","2017-10-17 14:43:19","4069"
"AQGGEM4U6RQ0Y","caus_thomas_fire_v6","354P56DE9K4LGJT9GBNA8X62ZQ0S7L","0","0","0","50%","100%","10%","English","1","1","1","1","No","47179","84094","2017-10-17 14:43:24","4070"
"A1VIOLLY8JO8XO","caus_thomas_fire_v6","3570Y55XZPK15YGJ8KJTWW7WFEFGYQ","0","0","0","50%","100%","90%","Math","1","1","1","1","Not sure","57503","112120","2017-10-17 14:43:34","4071"
"A2M9D02CIVECE3","caus_thomas_fire_v6","374TNBHA8BWSINAXBGO5QABYL1OQYV","0","0","0","50%","100%","90%","English","1","1","1","0","Yes","40881","67596","2017-10-17 14:43:52","4072"
"A2P5IL629E7EC8","caus_thomas_fire_v6","3OXV7EAXLERYS2UP7MHHUBYUCZI639","0","0","0","50%","100%","90%","Math","1","1","1","1","No","49773","80383","2017-10-17 14:44:25","4073"
"A189V9652OVX56","caus_thomas_fire_v6","38F5OAUN5NDWQAFT5HBB4JZ0QFJ7HF","0","0","0","50%","100%","10%","Math","1","1","1","1","No","80772","108968","2017-10-17 14:44:33","4074"
"A2XMO68T3BJFFA","caus_thomas_fire_v6","3NL0RFNU0FOQ9DYI94G1EZVIRUY4KX","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","34466","60484","2017-10-17 14:44:40","4075"
"A3OC0ZHZBEPEA3
","caus_thomas_fire_v6","35BLDD71I6YKSLGJT1KYA4J88N5ZVN","0","0","0","100%","100%","90%","Math","0","1","1","0","No","168238","266139","2017-10-17 14:44:49","4076"
"AEQ6KLNVTRKKR","caus_thomas_fire_v6","3TVRFO09GKGSRL4AEFU7QA5V9P7XL7","0","0","0","50%","100%","90%","Math","1","1","1","1","No","79791","138103","2017-10-17 14:44:52","4077"
"A21FPAPLNTZ3QU","caus_thomas_fire_v6","3X08E93BHVJXPLH7QOFF1EAEMQJ66E","0","0","0","50%","75%","50%","Math","1","0","0","0","No","239982","258329","2017-10-17 14:44:56","4078"
"A5H767UHFV6JC","caus_thomas_fire_v6","31Z0PCVWUKGMVJ6O5BS0I22O19E7TP","0","0","0","50%","100%","10%","English","1","1","1","0","No","129162","258851","2017-10-17 14:45:05","4079"
"A24UEPUK7HVQAS","caus_thomas_fire_v6","3LYA37P8IQOAUCJROJQOMD1O1MEBK9","0","0","0","50%","100%","10%","English","1","1","1","1","No","122618","195420","2017-10-17 14:45:07","4080"
"A11EOU75NFP39H","caus_thomas_fire_v6","3TVRFO09GKGSRL4AEFU7QA5V9P7LXV","0","0","0","50%","100%","90%","Math","1","1","1","1","No","169459","224024","2017-10-17 14:45:08","4081"
"AADRVG2QVZH75","caus_thomas_fire_v6","3ITXP059PWKE0EUBHKC7BNBBQKMJS3","0","0","0","25%","100%","10%","English","0","1","1","1","No","61240","100114","2017-10-17 14:45:09","4082"
"A37WEOO4QTXDMU","caus_thomas_fire_v6","3QAPZX2QN4EET9CR1XNV20JBTIW02R","0","0","0","50%","100%","10%","Math","1","1","1","1","No","54947","97453","2017-10-17 14:45:10","4083"
"A384FUI8JZVGZM","caus_thomas_fire_v6","31LM9EDVOLTHK1269OVLCT153MTJN8","0","0","0","50%","100%","90%","Math","1","1","1","1","No","50618","84758","2017-10-17 14:45:17","4084"
"A2CWWHV2TJCD3M","caus_thomas_fire_v6","39K0FND3AHG01QE23H386F9M89PAMJ","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","66795","108944","2017-10-17 14:45:18","4085"
"A23TGEQ4CG90PA","caus_thomas_fire_v6","3L6L49WXW0YNRUDF2HCVCAC0U4345C","0","0","0","50%","100%","90%","English","1","1","1","1","No","58465","98733","2017-10-17 14:45:31","4086"
"A28HB7240OFGEW","caus_thomas_fire_v6","3A1PQ49WVHIIFO0RG1U2398NNS5H1C","0","0","0","50%","100%","90%","Math","1","1","1","1","No","69022","122224","2017-10-17 14:45:33","4087"
"A3NTIB5IMQVLGS","caus_thomas_fire_v6","3NGI5ARFTT6AS5YFZE27CIAE9JKP1U","0","0","0","50%","100%","90%","Math","1","1","1","1","No","1098936","1157773","2017-10-17 14:45:35","4088"
"A7DKZVR74XXRH","caus_thomas_fire_v6","36AHBNMV1RDYTE6S6UILQB4Z2M0DYE","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","86692","130219","2017-10-17 14:45:42","4089"
"AFWEAFM428F6D","caus_thomas_fire_v6","3PB5A5BD0V7IQEKILBTTJJNZBF77GH","0","0","0","50%","100%","10%","English","1","1","1","1","No","64546","104743","2017-10-17 14:45:44","4090"
"A2Q0KK9YL1O7B6","caus_thomas_fire_v6","3LKC68YZ3A4L862HH2EDG8VIVS7OWN","0","0","0","50%","100%","90%","English","1","1","1","1","No","37150","72081","2017-10-17 14:45:49","4091"
"A3DURBBCP9TWJ3","caus_thomas_fire_v6","3G2UL9A02DFGTLVC9YK77SAAH1467E","0","0","0","50%","100%","90%","English","1","1","1","1","No","93127","141931","2017-10-17 14:46:02","4092"
"A3FTR5MN7ZLS8M","caus_thomas_fire_v6","32XVDSJFPZYBWNJYQ2AT0XQOWLXM2O","0","0","0","50%","100%","10%","Math","1","1","1","1","No","58361","97365","2017-10-17 14:46:04","4093"
"A38DC3BG1ZCVZ2","caus_thomas_fire_v6","3Y54SXRO1LMOTUIKIJLBSUG89J3TU3","0","0","0","50%","100%","90%","Math","1","1","1","0","No","155281","321364","2017-10-17 14:46:18","4094"
"ASB8T0H7L99RF","caus_thomas_fire_v6","3JPSL1DZ5S06J8Z2FII8JUYMDYPNAK","0","0","0","50%","100%","90%","Math","1","1","1","1","No","56720","76832","2017-10-17 14:46:48","4095"
"A22J1U3RTB7TG4","caus_thomas_fire_v6","369J354OFDBZME6D21O1D5N3G4NG6R","0","0","0","75%","75%","10%","English","0","0","1","0","No","101643","185952","2017-10-17 14:46:48","4096"
"AIV842WA1CLZZ","caus_thomas_fire_v6","32M8BPYGATNFFY1E42XQA8D8PVIIGN","0","0","0","50%","100%","10%","Math","1","1","1","1","No","88492","145716","2017-10-17 14:47:01","4097"
"A251IZWNCICC1Y","caus_thomas_fire_v6","30IQTZXKAK7FUPFOPM8OSQD76RY0X3","0","0","0","50%","100%","90%","English","1","1","1","1","No","56826","110204","2017-10-17 14:47:09","4098"
"A2ZW029G7AOF3B","caus_thomas_fire_v6","3NPFYT4IZC5C5TQ93OXRDI0ND7BGX8","0","0","0","50%","100%","10%","English","1","1","1","1","No","98192","139905","2017-10-17 14:47:10","4099"
"A239EUWY6SNDEZ","caus_thomas_fire_v6","3A7Y0R2P2OPMWVGABUIUAVS35ZOJXB","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","30318","59201","2017-10-17 14:47:24","4100"
"A2X9VV3B0FZKHY","caus_thomas_fire_v6","3HUTX6F6VUOZWQ4A3IP6S1FTRLD2OK","0","0","0","50%","100%","10%","English","1","1","1","1","No","82632","127547","2017-10-17 14:47:38","4101"
"A2XVA21SCWHHEN
","caus_thomas_fire_v6","3GM6G9ZBKNY5GMDB9HUP1KZEWY8MTE","0","0","0","50%","100%","90%","English","1","1","1","1","No","348250","391689","2017-10-17 14:47:42","4102"
"A151IWEMV5XRTA","caus_thomas_fire_v6","36TFCYNS44BQ5PLKNUF9YICOS8ZHXL","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","125928","217123","2017-10-17 14:47:55","4103"
"A34XJD6XC6Z2MK","caus_thomas_fire_v6","3B3WTRP3DB3WP3041T6OVBK4WMR296","0","0","0","50%","100%","10%","Math","1","1","1","1","No","58474","98112","2017-10-17 14:48:12","4104"
"AOY5NMIJRLFVT","caus_thomas_fire_v6","3D3VGR7TA0GRELS9ZAKF56PQ8MWR3S","0","0","0","50%","100%","90%","English","1","1","1","1","No","45818","79177","2017-10-17 14:48:19","4105"
"A371TYNO6L4LCC","caus_thomas_fire_v6","3MTMREQS4VJW628G7J9VFDBD6B4AWB","0","0","0","50%","50%","10%","English","1","0","1","1","No","134499","175544","2017-10-17 14:48:50","4106"
"A1C1KG9F80G5O","caus_thomas_fire_v6","3X1FV8S5JXSK14LE39W9PX32XXFGVJ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","69159","128046","2017-10-17 14:49:07","4107"
"A2YGAEODJ5SSF6","caus_thomas_fire_v6","3DI28L7YXAF6VE9PQ0MWI6BAVCE1EH","0","0","0","50%","100%","90%","English","1","1","1","1","No","48227","95227","2017-10-17 14:49:11","4108"
"A32161UZYCOWQ1","caus_thomas_fire_v6","35BLDD71I6YKSLGJT1KYA4J88N2VZG","0","0","0","50%","100%","90%","English","1","1","1","1","No","52526","102212","2017-10-17 14:49:13","4109"
"A2L55L6Z0CQOED","caus_thomas_fire_v6","3Y9N9SS8LYCXDB94H9PV0H8MTL63DZ","0","0","0","50%","100%","10%","Math","1","1","1","1","No","86408","173895","2017-10-17 14:49:21","4110"
"A26M997VYVK0E6","caus_thomas_fire_v6","3P1L2B7AD1Q5XCQIDO7B7XE2XKOOLD","0","0","0","50%","75%","90%","Math","1","0","0","0","No","130527","153850","2017-10-17 14:49:25","4111"
"A1FU5C6US2L0J0","caus_thomas_fire_v6","3NLZY2D53PQ8IO3YS1ZFW292CMLQL4","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","95640","187476","2017-10-17 14:49:26","4112"
"A3ESZWJBD8M1Z","caus_thomas_fire_v6","3TMFV4NEP8FINEF1ALPHJM5IGNY8WZ","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","128462","216776","2017-10-17 14:49:45","4113"
"A13UMY3NL33676","caus_thomas_fire_v6","3XLBSAQ9Z4DIHVFNB3HI4Q35M4UZ7P","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","1179986","1215929","2017-10-17 14:49:52","4114"
"A2PJ08T9B0LOK9","caus_thomas_fire_v6","3OB0CAO74HQF5UBUSQ1BHWJXUEUHYS","0","0","0","50%","100%","90%","Math","1","1","1","0","No","56758","119305","2017-10-17 14:49:58","4115"
"A1KXYURHCYHKOL","caus_thomas_fire_v6","3OLF68YTN92UVGMLHUZVBPPDB8EAFD","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","98135","152978","2017-10-17 14:50:00","4116"
"A2VX8B1CJXRN2","caus_thomas_fire_v6","3TU5ZICBRD2D3HJFYCQBRXNWSL98QL","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","110178","240972","2017-10-17 14:50:06","4117"
"AR2BDL1QQGN53","caus_thomas_fire_v6","3Q5ZZ9ZEVOGOAV0HEK28TMS5WQZ58K","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","104932","150897","2017-10-17 14:50:07","4118"
"A240OTT1T85UGT","caus_thomas_fire_v6","3V5Q80FXIXSAA1BOKK5E4YHIWUC23K","0","0","0","50%","100%","90%","Math","1","1","1","1","No","47517","79878","2017-10-17 14:50:09","4119"
"A2N3HHEBCJRDJO","caus_thomas_fire_v6","3U5JL4WY5KAWTDXP8NVQ4T3KN3EX4G","0","0","0","50%","100%","10%","English","1","1","1","1","No","98035","143952","2017-10-17 14:50:14","4120"
"A3KHOW5FW32RUL","caus_thomas_fire_v6","3K2755HG5S4STNPX14QX1QXJWBBFDK","0","0","0","50%","100%","90%","English","1","1","1","1","No","105236","164764","2017-10-17 14:50:20","4121"
"AP3EZGN902UO2","caus_thomas_fire_v6","3RWE2M8QWHBAIV1KNGLFUOM94DP0NK","0","0","0","50%","100%","10%","Math","1","1","1","1","No","42836","71919","2017-10-17 14:50:22","4122"
"A2BKX3XN16KR0V","caus_thomas_fire_v6","304SM51WA358IVWZTSZQDZSYIFJSBX","0","0","0","50%","100%","90%","English","1","1","1","1","No","1473866","1503030","2017-10-17 14:50:25","4123"
"A110JBKYAC0WAW","caus_thomas_fire_v6","3T3IWE1XG6OW11B31A16ITJJ6Z1TQ4","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","79770","133949","2017-10-17 14:50:47","4124"
"A3AOE3JLHSHEC9","caus_thomas_fire_v6","3NKQQ8O39Y6HC5MNWTLWNQYM6YRDUI","0","0","0","50%","100%","90%","English","1","1","1","1","No","58599","91323","2017-10-17 14:50:55","4125"
"A2GE0813KOHJUU","caus_thomas_fire_v6","3K5TEWLKGVCYXVR9TXWCA9GICA7VIQ","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","87169","140498","2017-10-17 14:51:12","4126"
"A8TQSHYC5OOY4","caus_thomas_fire_v6","3JNQLM5FT4NRQ51DQQ9E0KBZWG92L4","0","0","0","50%","100%","90%","English","1","1","1","0","No","97872","169907","2017-10-17 14:51:17","4127"
"A3S67QA0SQVPUJ","caus_thomas_fire_v6","3B2X28YI3WG3VXY2MFWNCUW60RX6B2","0","0","0","50%","100%","90%","English","1","1","1","1","No","49296","105481","2017-10-17 14:51:17","4128"
"A4HBWAVHBH9OJ","caus_thomas_fire_v6","3EFVCAY5L3AWHUF23M62UWBAERW8JB","0","0","0","50%","100%","10%","English","1","1","1","1","No","82320","143626","2017-10-17 14:51:23","4129"
"A14VY6QXKBLC0D","caus_thomas_fire_v6","3Z7VU45IPYI4690LMN093GCSJJ2Z12","0","0","0","50%","100%","90%","Math","1","1","1","1","No","86495","116204","2017-10-17 14:51:27","4130"
"A1XJCPE83VNDVP","caus_thomas_fire_v6","3PS7W85Z8Z3Q92UHK8QKWYTUWZ3T9O","0","0","0","25%","100%","90%","English","0","1","1","1","Not sure","218696","342640","2017-10-17 14:51:29","4131"
"A297WLY9EYPY0C","caus_thomas_fire_v6","3EQHHY4HQST33A6ZXIEWLZ93K9DG5C","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","95864","146660","2017-10-17 14:51:30","4132"
"A2VY16N1O40VEL","caus_thomas_fire_v6","36AHBNMV1RDYTE6S6UILQB4Z2LLYDI","0","0","0","50%","100%","10%","Math","1","1","1","1","No","126258","175566","2017-10-17 14:51:54","4133"
"A32FIOOQE8U98U","caus_thomas_fire_v6","3VW04L3ZLT7NRFLZSYXV140IGYJXXV","0","0","0","50%","100%","10%","Math","1","1","1","1","No","70795","101909","2017-10-17 14:51:55","4134"
"A1RY940OZBOXPR","caus_thomas_fire_v6","3TVRFO09GKGSRL4AEFU7QA5V9PALXY","0","0","0","50%","100%","10%","Math","1","1","1","0","No","57652","101328","2017-10-17 14:51:56","4135"
"A1MJG0B91SYOAL","caus_thomas_fire_v6","374TNBHA8BWSINAXBGO5QABYL1QYQ5","0","0","0","50%","25%","90%","Math","1","0","1","1","No","116727","162297","2017-10-17 14:51:59","4136"
"A58QOLDFC179Q","caus_thomas_fire_v6","3JCG6DTRV3RJ9LJBK67BDO8WMRZQQI","0","0","0","50%","100%","90%","English","1","1","1","0","No","118620","263972","2017-10-17 14:52:09","4137"
"AMYRVTU53MLYO","caus_thomas_fire_v6","30MVJZJNHMEWVZYC8ECGUS6LYXEJ9B","0","0","0","50%","100%","10%","English","1","1","1","1","No","67839","111928","2017-10-17 14:52:19","4138"
"A1T208Y507O4RS","caus_thomas_fire_v6","3M68NM076H8QB4FRICIDC91AID06RF","0","0","0","50%","100%","10%","Math","1","1","1","1","No","56479","122747","2017-10-17 14:52:21","4139"
"A1I6LWJWGKXOUU","caus_thomas_fire_v6","3PDJHANYK5HDMA1OM76JY5Z4V42H6T","0","0","0","50%","100%","90%","English","1","1","1","1","No","84685","144608","2017-10-17 14:52:27","4140"
"A3MVQVS782U9SG","caus_thomas_fire_v6","3FUI0JHJPXZZVJ77OKJJN8MA28J333","0","0","0","75%","50%","90%","English","0","0","0","0","Yes","34471","52846","2017-10-17 14:53:29","4141"
"A19ZWBQT8A3LIR","caus_thomas_fire_v6","39GXDJN2OTF58PFWKBKLXKM49E2V8I","0","0","0","50%","100%","90%","Math","1","1","1","1","No","66229","106276","2017-10-17 14:53:32","4142"
"A2DQO6MHBPS0M6","caus_thomas_fire_v6","3LOZAJ85YDEMQZI249C2BE6M3PK2XR","0","0","0","50%","25%","90%","Math","1","0","1","1","Yes","38834","88549","2017-10-17 14:53:39","4143"
"A135O3T299Y0F4","caus_thomas_fire_v6","3GGAI1SQEVZOU5B0NVZZCAZA8C8CML","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","76071","173454","2017-10-17 14:54:12","4144"
"A3QDZ935V5U31J
","caus_thomas_fire_v6","3HFNH7HEMHFSWWPXHA2ZJA4UG51QG0","0","0","0","50%","100%","10%","Math","1","1","1","1","No","70949","100552","2017-10-17 14:54:13","4145"
"A1JQE1NJI0GDZE","caus_thomas_fire_v6","337RC3OW0530NWZFE0TP2P8ATE2VL5","0","0","0","50%","100%","90%","English","1","1","1","1","No","60255","109297","2017-10-17 14:54:25","4146"
"A3EATVSTH9HYIP","caus_thomas_fire_v6","3B3WTRP3DB3WP3041T6OVBK4WMS92E","0","0","0","50%","50%","50%","English","1","0","0","1","Not sure","137408","265822","2017-10-17 14:54:38","4147"
"A36MOV8E6SYHCR","caus_thomas_fire_v6","3VA45EW49NOS75MEKEPSNI5OZEK1OL","0","0","0","25%","100%","10%","Math","0","1","1","1","No","64155","106169","2017-10-17 14:54:39","4148"
"A2873IWWYUPLSP","caus_thomas_fire_v6","3KXIR214I4HVSXUSKYAXE39OAUF24C","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","47836","72948","2017-10-17 14:55:11","4149"
"A12CEB35YXRM8X","caus_thomas_fire_v6","3D4CH1LGEAUM4X8B08RDXFE565YG95","0","0","0","50%","100%","90%","English","1","1","1","1","No","34204","50284","2017-10-17 14:55:16","4150"
"A2ZR3PL5I0KPQ6","caus_thomas_fire_v6","3M0BCWMB8VX1PCD8DX9RAOVJOTQWBT","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","97903","149459","2017-10-17 14:55:28","4151"
"A3QUGJF2AN8TF2","caus_thomas_fire_v6","31LM9EDVOLTHK1269OVLCT153LHNJY","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","1760019","1823162","2017-10-17 14:55:35","4152"
"AZIAQJWXTSFUX","caus_thomas_fire_v6","3WMINLGALB4NS42BQS9U3J4AEVOCA6","0","0","0","50%","50%","100%","English","1","0","0","1","Not sure","70999","99755","2017-10-17 14:55:39","4153"
"A27O2IILV3S5YS","caus_thomas_fire_v6","3TOK3KHVJTJ6IR1G9U61OSW12107O6","0","0","0","50%","100%","90%","Math","1","1","0","0","No","44364","151209","2017-10-17 14:55:40","4154"
"AB073O87AEMEY","caus_thomas_fire_v6","3U4J9857OECMZXC75P1FI8W2V2I7B3","0","0","0","50%","100%","10%","Math","1","1","1","1","No","70058","136860","2017-10-17 14:55:50","4155"
"A25RGFIS2KY1XS","caus_thomas_fire_v6","3TUI152ZZBOVSHZUZRHWCN0OEGJ1QC","0","0","0","50%","100%","90%","Math","1","1","0","1","No","84264","150719","2017-10-17 14:55:50","4156"
"AHUKCHMKUJHQQ","caus_thomas_fire_v6","3CCZ6YKWR7KOO0JRJC8MTINGGWK95G","0","0","0","50%","100%","10%","Math","1","1","1","1","Yes","96483","154070","2017-10-17 14:56:11","4157"
"AS9E0S6DBSWH7","caus_thomas_fire_v6","3P1L2B7AD1Q5XCQIDO7B7XE2XL4OLV","0","0","0","50%","100%","10%","Math","1","1","1","1","No","175243","199255","2017-10-17 14:56:22","4158"
"A23JA6ICO4BPQ5","caus_thomas_fire_v6","3S96KQ6I9M52CS7YWOVMIUCKNKLTD8","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","25476","44910","2017-10-17 14:56:31","4159"
"A38R7SIVV118KT","caus_thomas_fire_v6","386PBUZZXFYRW1ZLXBF6Z1XGYRWJL9","0","0","0","50%","100%","10%","Math","1","1","1","1","No","72501","153253","2017-10-17 14:56:35","4160"
"A1UHNDB2EQ8TK0","caus_thomas_fire_v6","3U088ZLJVKU05PAYFHC2Q7Z0XOI0WY","0","0","0","50%","25%","50%","Math","1","0","0","1","No","78597","99661","2017-10-17 14:56:38","4161"
"A3NQ4ZG8PEN9X4","caus_thomas_fire_v6","37C0GNLMHF4WAUWM0BNT7KK63CAD6H","0","0","0","25%","100%","10%","English","0","1","1","1","No","68836","132107","2017-10-17 14:56:45","4162"
"A31L5H1AOWJLV1","caus_thomas_fire_v6","3GA6AFUKOOPEPRE6358LR2NKLD1H3O","0","0","0","50%","100%","90%","English","1","1","1","0","No","87710","158410","2017-10-17 14:56:55","4163"
"A32F070MKM1ICD","caus_thomas_fire_v6","3B4YI393V9X7ZHD14ELL3O2YM4HSSC","0","0","0","50%","100%","90%","English","1","1","1","1","No","56227","101733","2017-10-17 14:56:57","4164"
"A6XFW3LMBFEVG","caus_thomas_fire_v6","3I0BTBYZAXM4UU5YUIUQB4KG8XV0YC","0","0","0","50%","100%","10%","English","1","1","1","1","Not sure","28509","56222","2017-10-17 14:57:01","4165"
"AQJL8VURU34A1","caus_thomas_fire_v6","3EKVH9QMEY58STDLD9BQH73UN78D20","0","0","0","50%","100%","10%","Math","1","1","1","1","Not sure","82879","145089","2017-10-17 14:57:09","4166"
"A33FBG0T3WLLHY","caus_thomas_fire_v6","39LOEL67OS6LWGDD01EFEPULIT083N","0","0","0","25%","100%","10%","English","0","1","1","1","No","142426","168973","2017-10-17 14:57:39","4167"
"A23GVZ7MEINT6J","caus_thomas_fire_v6","3Z7EFSHGN9FZOHA41218NRF8FGXCXA","0","0","0","50%","100%","10%","English","1","1","1","1","Yes","66048","211431","2017-10-17 14:57:40","4168"
"A3F8QZ4E8T1ZJ7","caus_thomas_fire_v6","3HFNH7HEMHFSWWPXHA2ZJA4UG52GQR","0","0","0","25%","100%","90%","English","0","1","1","1","Yes","129966","249465","2017-10-17 14:57:49","4169"
"A29VPSFOR6OO5H","caus_thomas_fire_v6","33CID57104UGBNXWUQNJJUGR2UB3LI","0","0","0","50%","100%","90%","English","1","1","1","1","No","76777","117231","2017-10-17 14:58:38","4170"
"A3CMGKHSBTC2XQ","caus_thomas_fire_v6","36DSNE9QZ5ZZ2M2IA3VYRI1ATW1OJV","0","0","0","50%","100%","10%","Math","1","1","1","1","No","79934","118579","2017-10-17 14:58:40","4171"
"A13ML9QGIEH75V","caus_thomas_fire_v6","336KAV9KYQTBQ48C95Y4USDV5VF2YY","0","0","0","50%","100%","100%","Math","1","1","0","1","No","121636","196916","2017-10-17 14:58:49","4172"
"A46DGMYAWYN1","caus_thomas_fire_v6","3W8CV64QJ2004T3MKE9VIFQ6L5CH96","0","0","0","50%","100%","90%","English","1","1","1","1","No","38949","68977","2017-10-17 14:58:51","4173"
"A3D1KY32KA7US9","caus_thomas_fire_v6","3CPLWGV3MO0SEPPXNC48NZN27HL9N7","0","0","0","50%","100%","90%","English","1","1","1","1","Yes","42865","82758","2017-10-17 14:58:54","4174"
"AG7C4X3WKKBV","caus_thomas_fire_v6","3II4UPYCOJ8PKCF6FK1RDP1X3DMDQE","0","0","0","50%","100%","90%","Math","1","1","1","1","No","223479","371421","2017-10-17 14:59:01","4175"
"A2CO0L7AHULZ51","caus_thomas_fire_v6","3P4RDNWND57P60RFC8IT7L5OHN3JIW","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","67138","124628","2017-10-17 14:59:13","4176"
"A2HJ7BEVEZDPNX","caus_thomas_fire_v6","3OWEPKL089DO06148F6O93WWCRX7NT","0","0","0","50%","100%","90%","English","1","1","1","1","No","44740","86051","2017-10-17 14:59:14","4177"
"A2OVX9UW5WANQE","caus_thomas_fire_v6","37QW5D2ZRGNPGXYSQGFGMX2XAA78SP","0","0","0","50%","100%","10%","English","1","1","1","1","No","55835","102773","2017-10-17 14:59:19","4178"
"A5GM9CNAS6G92","caus_thomas_fire_v6","3CP1TO84PT2DOGYSY3T7JVF2AQB52L","0","0","0","50%","100%","90%","Math","1","1","1","1","No","76487","126159","2017-10-17 15:00:02","4179"
"A14CXE3OMENOYS","caus_thomas_fire_v6","3O7L7BFSHEQHVK5NY772A5SWCF7EI6","0","0","0","50%","100%","10%","Math","1","1","1","1","No","126592","174395","2017-10-17 15:00:09","4180"
"A1WCRV1WEWA63I","caus_thomas_fire_v6","3NKQQ8O39Y6HC5MNWTLWNQYM6YTDUK","0","0","0","50%","100%","10%","English","1","1","1","1","No","87041","138378","2017-10-17 15:00:10","4181"
"A3G2874FQJU4YN","caus_thomas_fire_v6","3DH6GAKTYYQ1WFBOYC7IH3N2Q3VYZH","0","0","0","50%","100%","90%","Math","1","1","1","1","Yes","94850","144460","2017-10-17 15:00:13","4182"
"AOLQA0CBEC46G","caus_thomas_fire_v6","3WLEIWSYHOIP49INZ5UG8SISFYP2HK","0","0","0","50%","100%","10%","Math","1","1","1","0","No","81802","135190","2017-10-17 15:00:17","4183"
"A24EYMUIGY8M5O","caus_thomas_fire_v6","3K2755HG5S4STNPX14QX1QXJWBEFDN","0","0","0","50%","100%","90%","English","1","1","1","0","No","69385","110963","2017-10-17 15:00:25","4184"
"A3R93NB2CPSTVQ","caus_thomas_fire_v6","3QRYMNZ7FYIBY4YBLI9PEZOE1ONTNQ","0","0","0","50%","50%","50%","English","1","0","0","1","No","78357","141063","2017-10-17 15:00:29","4185"
"A259AUMRD85UWF","caus_thomas_fire_v6","3TK8OJTYM1MQEHED6SMWJ6HUYOXVPX","0","0","0","100%","100%","10%","English","0","1","1","1","No","42946","73538","2017-10-17 15:00:50","4186"
"A28NYOARK75Z1X","caus_thomas_fire_v6","3PH3VY7DJLYX7AGOJBPUW62MFWDZW3","0","0","0","50%","100%","90%","English","1","1","1","1","No","88309","138124","2017-10-17 15:01:02","4187"
